_id,Distributor,gross_box_office,max_theater,open_theater,open_week,opening,title,year,Domestic
6613478120c516ce485cfb39,null,"$349,251 ",-,-,18-Jul,-,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,2019,HK
6613478120c516ce485cfb3a,"[ ""Edko Films"" ]","$330,390 ",-,-,11-Jul,-,Child's Play,2019,HK
6613478120c516ce485cfb3b,"[ ""Edko Films"" ]","$324,165 ",-,-,16-May,-,Friend Zone,2019,HK
6613478120c516ce485cfb3c,null,"$319,674 ",-,-,20-Jun,-,Deception of the Novelist,2019,HK
6613478120c516ce485cfb3d,null,"$316,845 ",-,-,11-Jan,-,A Dog's Way Home,2019,HK
6613478120c516ce485cfb3e,"[ ""Paramount Pictures International"" ]","$298,318 ",-,-,22-Aug,-,Dora and the Lost City of Gold,2019,HK
6613478120c516ce485cfb3f,null,"$297,838 ",2,-,19-Dec,"$91,805 ",Bombshell,2019,HK
6613478120c516ce485cfb40,"[ ""Universal Pictures International (UPI)"" ]","$290,262 ",14,14,17-Oct,"$77,252 ",Downton Abbey,2019,HK
6613478120c516ce485cfb41,null,"$289,554 ",-,-,21-Nov,-,Countdown,2019,HK
6613478120c516ce485cfb42,"[ ""Edko Films"" ]","$289,436 ",-,-,13-Jun,-,Parasite,2019,HK
6613478120c516ce485cfb43,"[ ""Warner Bros."" ]","$289,000 ",-,-,10-Jan,-,Creed II,2019,HK
6613478120c516ce485cfb44,"[ ""Golden Scene"" ]","$279,287 ",43,-,21-Feb,-,Vice,2019,HK
6613478120c516ce485cfb45,"[ ""Edko Films"" ]","$270,895 ",-,-,28-Feb,-,The Wandering Earth,2019,HK
6613478120c516ce485cfb46,"[ ""Edko Films"" ]","$270,128 ",-,-,25-Jul,-,The Confidence Man JP,2019,HK
6613478120c516ce485cfb47,null,"$264,211 ",-,-,20-Jun,-,The Invincible Dragon,2019,HK
6613478120c516ce485cfb48,null,"$260,142 ",32,-,23-May,-,Long Shot,2019,HK
6613478120c516ce485cfb49,"[ ""Edko Films"" ]","$256,019 ",-,-,27-Jun,-,UglyDolls,2019,HK
6613478120c516ce485cfb4a,"[ ""Edko Films"" ]","$255,197 ",-,-,24-Jan,-,Take Point,2019,HK
6613478120c516ce485cfb4b,"[ ""Intercontinental Film Distributors (HK)"" ]","$244,161 ",34,-,30-May,-,A Dog's Journey,2019,HK
6613478120c516ce485cfb4c,null,"$232,749 ",-,-,5-Dec,"$132,558 ",The Aeronauts,2019,HK
6613478120c516ce485cfb4d,null,"$230,980 ",27,-,11-Apr,-,Five Feet Apart,2019,HK
6613478120c516ce485cfb4e,"[ ""Edko Films"" ]","$222,224 ",13,-,14-Mar,-,On the Basis of Sex,2019,HK
6613478120c516ce485cfb4f,"[ ""Paramount Pictures International"" ]","$207,010 ",-,-,20-Jun,-,Rocketman,2019,HK
6613478120c516ce485cfb50,null,"$201,822 ",-,-,10-Jan,-,The Pool,2019,HK
6613478120c516ce485cfb51,null,"$186,235 ",-,-,18-Apr,-,Chibi Maruko Chan Movie: Ono & Sugiyama,2019,HK
6613478120c516ce485cfb52,"[ ""Edko Films"" ]","$174,706 ",-,-,7-Mar,-,Capernaum,2019,HK
6613478120c516ce485cfb53,"[ ""Sony Pictures Releasing"" ]","$157,130 ",105,-,23-May,-,Brightburn,2019,HK
6613478120c516ce485cfb54,"[ ""Edko Films"" ]","$150,554 ",-,-,24-May,-,Mayday Life,2019,HK
6613478120c516ce485cfb55,null,"$146,529 ",-,-,21-Feb,-,Fate/stay night [Heaven's Feel] II. lost butterfly,2019,HK
6613478120c516ce485cfb56,"[ ""Warner Bros."" ]","$143,000 ",-,-,17-Jan,-,The Mule,2019,HK
6613478120c516ce485cfb57,null,"$131,990 ",-,-,21-Mar,-,Pad Man,2019,HK
6613478120c516ce485cfb58,null,"$130,866 ",-,-,9-May,-,The Prodigy,2019,HK
6613478120c516ce485cfb59,null,"$124,361 ",-,-,5-Dec,"$74,074 ",Hustlers,2019,HK
6613478120c516ce485cfb5a,null,"$121,971 ",-,-,14-Mar,-,Kamen Rider Heisei Generations Forever,2019,HK
6613478120c516ce485cfb5b,"[ ""Golden Scene"" ]","$119,268 ",8,-,3-Oct,-,A Rainy Day in New York,2019,HK
6613478120c516ce485cfb5c,"[ ""Edko Films"" ]","$115,301 ",-,-,7-Nov,"$112,430 ",Kim Ji-young: Born 1982,2019,HK
